business_age,annual_turnover,monthly_profit,monthly_expenses,existing_loan_amount,employee_count,credit_score,gst_compliance_score,debt_to_income_ratio,years_with_bank,upi_transaction_volume,loan_approved
13,35852970,108102,483309,8247676,42,579,51,0.42,7,2248612,0
5,1595780,589849,162459,7990924,55,697,59,0.95,10,953807,0
12,14976407,799034,357424,9494595,69,635,84,0.13,2,480799,0
4,34484473,45068,552650,9127191,94,895,55,0.56,4,4304175,0
16,43505104,678821,274988,11011587,116,666,81,0.34,8,693845,0
2,21914553,183082,244372,12084309,175,552,97,0.56,4,3572037,0
16,48691308,190891,144145,6317120,147,834,86,0.3,2,3627234,1
5,8460837,303513,294621,10815055,106,587,56,0.56,9,4789267,0
12,13968001,694202,14745,2642388,134,584,91,0.99,11,3579855,0
10,39688978,156369,438360,6638738,150,693,96,0.34,15,2561601,0
15,21076848,528428,43501,955774,34,803,65,0.82,7,3546650,0
4,1373945,313701,504171,13860825,97,868,64,0.96,3,719577,0
8,17188045,603237,564197,11845222,263,899,92,0.58,10,4716968,0
12,21654016,346125,470969,14683611,225,788,92,0.32,9,1419264,1
20,30021482,140311,158461,11574289,103,550,56,0.32,2,4870258,0
12,41703298,290711,296109,4243723,117,729,65,0.77,8,4025795,0
2,31514278,409401,478376,4036432,41,523,69,0.79,3,1146056,0
2,39845108,479177,162544,6009918,194,793,65,0.52,10,3365247,0
2,19759182,497087,90607,2322663,51,595,60,0.9,6,3622160,0
17,8609596,106476,359905,10640736,159,727,93,0.44,9,2897150,1
14,28780353,124838,228708,14245995,55,877,71,0.63,9,3485201,0
20,46121498,529898,138856,4408093,282,577,94,0.57,7,4749683,0
3,18458631,453110,325843,11250889,130,722,57,0.72,13,1577161,0
11,6796570,752881,319731,6348466,158,846,98,0.31,4,2397012,1
10,13325503,193047,230075,13050866,277,867,82,0.16,11,767609,1
8,25905418,82531,440239,7284808,118,803,70,0.33,8,1220335,0
5,37743800,580512,562631,12894841,284,571,87,0.32,5,4628545,0
4,7602903,513061,362418,8173373,29,504,61,0.12,1,3055108,0
4,20882295,70865,543650,11224941,177,889,93,0.87,14,1534097,0
5,18916986,602723,366730,234190,99,855,88,0.54,10,2691147,0
2,45031146,25379,419579,10657351,118,661,77,0.33,2,2439343,0
18,38965466,227646,288447,12513289,172,512,64,0.41,1,4340247,0
10,28926944,316605,523784,4934114,179,825,61,0.49,8,224794,0
6,38449866,383761,163145,13037627,80,562,54,0.55,14,716201,0
5,517702,148092,174976,13377694,300,543,60,0.45,3,1852757,0
9,8019144,535506,458138,6315687,268,542,62,0.77,1,1497582,0
13,16774644,752309,87764,9787804,300,698,88,0.46,11,3954559,0
3,41604443,787300,83880,13344107,13,700,59,0.48,13,148600,0
13,4589578,230720,416275,14730028,270,882,58,0.18,10,2024014,0
3,30004540,752214,274444,14523101,40,651,60,0.52,6,1955498,0
16,30390701,564390,244955,5543804,179,686,59,0.96,12,1514723,0
10,29074028,140545,552131,6636660,33,509,55,0.91,7,3382281,0
11,33169639,71346,205044,4471690,155,515,53,0.79,3,4556799,0
1,43600003,335540,519822,206138,65,806,99,0.72,9,3303349,0
16,20990365,372246,599336,8204343,286,726,56,0.55,5,1580820,0
12,14435670,28731,463217,4366246,248,654,76,0.97,3,1514026,0
17,19626415,69395,320949,2857263,162,896,55,0.36,1,1979180,0
6,49888531,187619,533817,4425730,195,531,81,0.61,4,551860,0
6,30106251,102548,430506,14980151,226,662,56,0.72,14,3936100,0
8,33538300,181567,119760,10638896,136,526,85,0.29,2,4996057,0
18,43926206,112773,141406,1876698,154,541,58,0.42,7,1160380,0
4,1270256,635774,197062,4497360,284,817,81,0.94,11,3621790,0
3,21636243,527342,350662,8989741,233,753,71,0.89,14,1789084,0
4,29034966,455720,427567,2128969,80,784,64,0.21,7,1092690,0
19,37638115,403148,390136,573208,234,765,61,0.24,6,4983164,0
13,2771798,78154,277530,8253413,198,761,91,0.11,10,2938306,1
4,11154730,727281,248029,14901124,163,743,63,0.29,7,4264647,0
2,10979175,704712,23228,4297680,64,779,88,0.43,11,2344057,1
19,10099679,412391,502124,6476796,5,796,88,0.72,2,3835703,0
7,42978342,705549,433296,7432563,196,617,95,0.37,3,4891125,0
17,5864381,732104,458486,7695440,62,899,100,0.98,7,442164,0
13,6570045,646404,284948,3999615,14,691,86,0.93,8,1987455,0
11,40555018,169761,561714,7443178,203,633,81,0.46,5,3603092,0
10,30948600,282031,419183,11852391,165,614,75,0.39,13,1008558,0
9,2068678,234514,410408,10900658,277,831,70,0.52,1,2430633,0
7,47741948,423146,79819,1868617,13,779,79,0.73,3,2969044,0
13,44998818,456819,295543,506124,245,764,70,0.65,1,1380034,0
1,7245289,324621,460422,8523954,243,583,100,0.29,10,2724469,0
12,32208101,229746,417961,3508719,222,522,65,0.92,6,1399944,0
4,10818277,307781,330468,7160993,2,690,73,0.67,14,3180028,0
18,21680902,687755,453447,840133,206,683,65,0.74,10,3960262,0
13,2663884,552304,159397,4786580,141,557,88,0.64,15,3830085,0
2,44462043,225161,73702,4417823,105,596,96,0.52,11,4181454,0
2,17056675,705304,584111,7255487,149,740,78,0.87,7,1627817,0
11,28473070,270327,546009,4249734,173,868,51,0.36,15,723213,0
5,45811549,781993,47175,2867079,220,857,69,0.3,2,487019,0
2,40748722,479514,172796,11107149,145,891,90,0.8,15,4568937,0
2,38031536,361448,224798,2319534,290,597,95,0.31,11,2219999,0
11,45074765,305328,117149,5913662,151,608,75,0.24,15,4650910,0
6,17769481,320320,518791,5291557,266,697,97,0.81,10,772444,0
18,35693515,546468,226346,1852570,279,884,60,0.57,3,2514915,0
17,48916482,57214,48614,5211690,90,867,91,0.43,2,2337275,1
17,29740547,765553,207852,10685640,206,679,69,0.25,14,3765757,0
7,40872464,474298,235516,14768831,216,571,72,0.4,9,4158344,0
19,17005450,546244,163807,14377370,191,875,59,0.52,4,1107371,0
10,24320338,143986,589905,12891516,293,787,94,0.99,1,1821495,0
20,39896770,704036,517278,3452770,62,589,73,0.4,2,3613536,0
16,13957837,763002,186468,12921862,291,785,63,0.96,15,4836660,0
6,39972371,440462,339372,8237425,224,605,99,0.15,11,1838327,0
9,36782872,787643,14360,6998267,148,561,62,0.22,10,4456758,0
9,21745285,454511,333033,14063743,155,553,50,0.49,1,1533184,0
10,33345667,354850,303400,13358035,72,552,58,0.89,1,3121814,0
6,40926287,587692,340054,8067908,152,734,61,0.4,8,2888391,0
7,25659275,283460,243849,9178529,101,709,98,0.2,8,2956731,1
3,12160332,568866,253743,1415118,45,561,61,0.38,8,1567776,0
8,31211877,582041,142369,7487422,143,790,91,0.15,15,1586895,1
1,6878340,138482,303454,14697278,56,575,96,0.81,9,4441303,0
18,36267070,703183,264228,456370,272,672,66,0.49,6,112032,0
17,14246255,402425,165924,9798687,274,687,68,0.38,9,3021937,0
5,35515108,522454,60416,5088356,12,626,86,0.3,6,4384302,0
14,17902895,642338,90752,2071679,105,553,50,0.47,14,2423318,0
16,20201982,66084,318053,989108,219,591,69,0.26,10,1230132,0
7,28476231,794139,375893,8896897,236,511,88,0.85,9,1575151,0
8,7636021,108787,132950,1205374,240,780,88,0.62,2,4750581,0
2,2423311,96567,228821,2597239,130,879,98,0.14,1,1935689,1
13,22493163,540941,274318,13932490,87,504,52,0.88,12,3019134,0
18,33852952,126922,203718,11405249,254,551,68,0.89,9,2771059,0
14,23240877,44893,322446,14269207,277,699,78,0.91,8,3068541,0
2,32156478,446539,99903,7580773,211,897,88,0.5,8,4267960,1
14,2815425,760877,407686,4991571,3,842,93,0.99,2,2080678,0
5,3360936,98915,197494,8282003,273,620,58,0.28,13,2580372,0
5,44683196,755261,519964,8616241,124,798,75,0.61,7,4769206,0
7,45464344,493273,420241,8779078,166,854,91,0.19,8,777941,1
3,43757037,282441,524525,14221203,298,763,50,0.16,13,1932212,0
4,40344472,295989,162804,12883071,56,659,76,0.14,8,256898,0
17,48240216,282139,313609,10992923,263,620,71,0.14,14,933702,0
15,1925703,731657,236020,3590181,140,842,87,0.2,11,3470073,0
7,39081606,571085,234228,4902153,5,763,78,0.89,6,4403923,0
3,17317629,640020,447790,6117691,199,727,80,0.79,2,648891,0
4,26618907,483793,444095,7500549,82,677,51,0.88,4,2807168,0
18,49461902,467722,287221,2269318,21,730,55,0.42,1,3534527,0
3,7247258,198253,266491,13044365,241,778,64,0.47,11,550660,0
17,19203220,266023,561580,2513365,196,664,75,0.9,4,450262,0
2,9681689,682571,407384,1442183,150,663,50,0.11,5,1265907,0
12,43247512,588421,117339,4395169,5,586,61,0.86,3,2641187,0
7,32491081,238788,303061,5857283,297,777,91,0.4,14,809476,1
16,27630207,254734,26927,8125713,131,589,81,0.14,11,3084454,0
20,39698432,68139,473718,10491905,28,547,99,0.22,4,4108439,0
20,22510636,290671,270002,9678850,207,861,78,0.19,8,3309555,0
16,1758449,758474,32726,10309814,60,674,63,0.82,15,1980357,0
13,17159678,193403,21395,10779337,276,623,63,0.78,14,4439680,0
3,35419478,707574,206148,11518919,235,676,96,0.95,8,495264,0
8,37386455,247352,550994,7912319,238,689,77,0.38,13,2113510,0
7,14343128,129357,66372,3431897,164,826,55,0.45,6,670335,0
3,5568295,136110,409139,2580854,158,609,73,0.4,12,1554978,0
4,33350960,324607,175625,13999627,84,560,89,0.97,9,3581858,0
17,37829456,144196,521518,8568907,231,637,87,0.31,13,3006533,0
9,1796913,43371,336669,8453102,168,858,57,0.93,14,2956950,0
5,15938553,790652,296312,10090796,87,644,90,0.86,2,3263414,0
7,25258908,700260,446147,8237216,19,806,51,0.85,9,1098798,0
19,44297365,765819,414016,5090509,197,608,72,0.42,1,1106578,0
11,25394157,582680,154268,9216636,158,512,95,0.52,10,1894530,0
19,26627478,272655,200306,10299875,225,739,66,0.21,10,943384,0
11,31773686,108242,219497,8156119,118,809,74,0.15,2,1779542,0
1,41598536,485861,85592,2249677,52,677,76,0.54,3,420989,0
12,5169538,352769,276010,7272021,282,820,75,0.89,13,4618297,0
19,38318484,598375,102110,3397017,139,798,68,0.35,14,452852,0
13,37146037,340843,392945,10312987,286,638,55,0.67,5,3268584,0
3,3957649,416754,11464,10860029,177,523,61,0.46,3,647455,0
13,33997811,206009,19870,2502296,120,800,63,0.57,6,316419,0
17,31410171,586812,38454,3908973,22,660,97,0.41,13,3259871,0
5,42612518,788783,184016,10991158,152,503,56,0.53,15,1589226,0
9,22181161,663913,512470,9380959,81,741,96,0.79,15,882698,0
8,15316107,256125,379500,987839,240,802,95,0.92,15,4975268,0
1,39543567,584632,552143,1888305,175,736,65,0.58,5,1543669,0
12,10745887,184556,317713,4458761,210,771,77,0.37,14,2043860,0
18,12170728,722612,543602,4105348,289,674,68,0.68,12,2920879,0
7,12500282,454305,227703,9712316,58,795,73,0.24,6,1263799,0
7,33652733,614286,575956,5690570,273,507,94,0.13,9,1244132,0
19,31060499,419072,110650,8578247,285,776,60,0.56,10,3892792,0
7,8165990,149892,402886,2998245,66,825,97,0.33,11,3599180,1
19,14526808,745205,46055,5369278,224,793,64,0.93,3,1497308,0
20,6983391,558121,526319,1747793,134,780,52,0.12,13,791360,0
13,9768509,620834,217449,7125826,89,861,65,0.17,5,965948,0
10,1173060,763459,520819,13492960,288,524,89,0.52,3,4588870,0
14,15218034,258708,588569,3409843,245,583,90,0.55,14,105016,0
6,31462022,127289,367512,10322499,247,539,76,0.28,14,421228,0
1,12117105,304676,581236,10094463,204,749,86,0.23,15,3472704,1
6,17281160,152117,29602,7483817,98,855,63,0.67,12,4987176,0
20,18818046,424537,568494,12166462,143,619,100,0.94,3,477996,0
4,4075445,168171,357402,12686256,216,502,59,0.51,13,4451315,0
13,27061052,472904,106522,1400705,30,807,81,0.47,13,3857567,1
3,1225045,345010,111877,11271391,282,834,59,0.3,14,2092974,0
20,7739683,782246,75438,315491,263,512,61,0.79,10,4504933,0
4,11116084,697529,585320,1680837,8,738,65,0.33,6,2702429,0
4,29943784,363425,127167,2311739,38,545,70,0.88,2,1116829,0
3,44706398,197427,234502,11942926,201,648,92,0.81,3,2501256,0
19,44059726,575728,305857,1818579,73,817,63,0.98,5,1281332,0
5,7121536,63124,202881,2391255,197,688,95,0.32,12,954741,0
12,13718408,592765,454313,14778276,179,639,85,0.48,14,955554,0
14,9041946,759135,275026,5187080,186,742,66,0.28,3,1035555,0
19,48946774,383844,498580,10281056,223,620,90,0.96,13,3545959,0
3,47196470,278496,309286,12574845,19,735,82,0.47,2,1819911,1
15,14155875,306305,118433,2428020,163,589,90,0.71,1,1657516,0
5,47509183,123052,366807,1711827,183,889,97,0.6,2,4951490,0
16,45149748,200430,450245,9167957,204,636,99,0.16,1,438054,0
13,4481128,743488,404786,11002275,71,730,84,0.59,13,1820723,0
11,5117715,488516,26851,10375144,72,802,80,0.6,2,2227800,0
18,18233525,64958,218687,10567468,60,867,83,0.88,10,4076036,0
13,48937107,581693,52948,4160675,273,690,65,0.65,11,3453183,0
8,44897454,46816,361222,7440452,240,850,56,0.45,10,4905775,0
9,21551534,183764,171232,8068269,3,725,80,0.9,13,968209,0
17,12887692,91813,579007,12964601,98,574,55,0.65,7,4296551,0
9,27136999,301649,251849,8709902,10,839,95,0.47,2,2724158,1
19,28990379,576795,518853,883096,291,751,92,0.84,8,3734495,0
16,17535665,570864,184780,453403,45,639,100,0.2,13,760646,0
14,38644516,562857,85839,14558515,37,821,84,0.6,15,1594586,0
11,43492756,676000,383122,11041684,147,525,80,0.84,1,67234,0
19,42344757,404678,446307,8639960,83,741,78,0.34,11,962878,0
19,9531703,208040,225915,4253011,241,649,50,0.79,2,4394648,0
2,34372067,353200,435459,2917984,88,780,79,0.87,15,3505078,0
19,6978800,726259,198981,1737755,31,735,72,0.35,1,2721960,0
4,23806454,330081,117881,10955207,30,729,58,0.19,2,1820201,0
5,35623557,498207,421822,13243766,41,767,74,0.39,3,2749099,0
1,47042917,220553,385292,9044065,240,634,79,0.93,14,3088367,0
1,36841161,739834,436119,10371089,203,561,74,0.21,3,992517,0
6,40915619,795518,343962,9923221,143,808,99,0.68,6,724183,0
16,4933075,294111,317140,3730677,12,734,83,0.8,4,2231278,0
13,15144306,649399,28974,4177504,238,822,100,0.79,7,670491,0
10,26235115,788894,518410,14423172,145,874,96,0.25,13,1066404,1
1,645065,490985,272847,7589230,180,637,95,0.67,14,605558,0
14,28306817,56967,287428,12436077,157,828,73,0.57,11,794905,0
5,25148601,599316,497735,11703604,289,544,56,0.82,2,2958906,0
9,9791068,284397,522402,14481280,287,544,93,0.7,4,2739300,0
8,48427926,30788,290242,3599946,104,613,72,0.48,11,3787980,0
8,1613572,328063,568156,8535766,236,598,98,0.83,8,4509936,0
1,27495469,423856,213327,6214569,179,558,86,0.43,7,3342152,0
3,48086722,82690,256020,514416,161,875,74,0.76,11,2119439,0
19,37321502,210927,218460,11589663,140,520,59,0.36,12,1648144,0
17,38296296,662159,20945,12173652,61,618,99,0.25,15,3205645,0
16,3699211,666167,316790,3301714,251,548,60,0.36,10,2740515,0
1,35239993,668810,143538,10123298,211,575,90,0.28,1,122574,0
15,31615710,340635,420153,13206780,160,652,94,0.65,4,1926695,0
13,35585129,70785,72732,5451953,142,776,98,0.47,2,2066218,1
9,41584539,171458,305047,13795566,142,826,77,0.51,12,404952,0
14,21232803,95812,237221,1018244,210,528,79,0.29,7,3701370,0
6,25787384,683269,336630,5026193,286,601,96,0.37,6,3809278,0
10,40770740,369538,58892,13326376,256,819,96,0.7,2,599822,0
14,47439252,405797,548240,12823229,197,586,92,0.28,11,4954461,0
10,35258891,725910,43340,8494103,30,849,79,0.89,10,85032,0
9,15810260,422913,135865,1579659,101,728,73,0.51,15,2444031,0
7,25914896,172307,257515,8937563,165,825,75,0.79,12,2822859,0
7,3676611,118845,110279,296285,25,881,74,0.65,9,2002897,0
17,9667568,444688,36625,13269031,83,616,85,0.39,9,355968,0
17,36244317,160877,505604,10706126,122,631,66,0.21,4,2459696,0
15,17373018,195536,179297,12659470,64,832,90,0.55,11,2436993,0
7,848524,94238,360442,137066,202,560,79,0.72,14,2455859,0
7,23266980,620171,408237,2402938,173,861,51,0.24,11,4097141,0
16,787766,536816,219098,10232614,99,617,89,0.4,9,1497960,0
6,32747317,199240,345355,1377080,115,778,85,0.92,5,4538168,0
18,34305011,746039,491009,2552497,278,729,58,0.96,12,2151242,0
2,8190854,118145,599641,6560663,57,899,55,0.47,13,917092,0
17,19532949,395212,197033,10590462,254,773,69,0.14,7,2648486,0
1,15050822,700219,149442,8059780,274,840,60,0.56,4,620506,0
3,20419421,788440,71423,9850342,234,602,57,0.39,15,3862121,0
12,38765565,671723,576551,3197725,295,663,62,0.88,3,2511785,0
11,24486212,739834,42123,4921843,73,869,57,0.2,3,4053560,0
20,19834998,368258,187694,2106331,169,898,79,0.18,13,101607,0
3,27510134,321223,129954,10193181,288,689,55,0.52,11,1436334,0
4,18600141,314863,366000,2603620,151,685,73,0.95,13,410592,0
20,11523098,502252,393089,13306031,123,554,100,0.77,7,2164602,0
10,14771474,249707,84579,12941398,119,792,67,0.22,6,104157,0
16,40096628,63474,348551,11607621,179,865,51,0.19,14,594080,0
15,28246774,404239,167793,7360742,276,721,71,0.42,7,4998240,0
20,17024684,700808,211726,5036748,90,669,92,0.7,7,2458135,0
6,48131548,747995,371848,3634066,153,664,65,0.8,1,4083044,0
10,14370542,114529,369031,4430375,31,842,90,0.56,14,1635768,0
10,26447497,769854,365608,9390972,291,619,76,0.81,11,2601487,0
16,49996355,713205,285692,6877038,222,518,81,0.34,9,146031,0
11,9996913,465931,593724,13526985,229,641,84,0.3,3,4469269,0
9,4014443,140150,19216,14396712,95,854,84,0.21,9,4038362,1
10,9282412,712794,508408,10863835,282,525,60,0.78,13,1377990,0
2,20444789,416350,25436,1563079,152,572,82,0.72,14,3832119,0
8,2795226,255086,467659,13125319,126,651,50,0.12,11,1553745,0
7,47267876,677174,91521,9853756,154,670,54,0.42,12,759776,0
17,37901268,539989,439315,11845221,24,729,76,0.27,12,4211281,0
13,33618457,623737,305857,14785610,221,667,91,0.87,6,3650810,0
12,7219924,661035,551816,173637,208,676,91,0.72,13,1893616,0
3,32404642,468038,206426,11228412,114,659,64,0.62,6,3973231,0
8,13948949,643162,488760,3025416,132,745,69,0.81,8,4273750,0
15,16459230,627407,558834,4935191,194,536,76,0.77,6,275430,0
11,25030577,426254,71290,11425630,204,876,80,0.84,8,77215,0
15,16558539,723056,232159,9128326,99,852,78,0.95,9,3599412,0
14,36527625,190414,17798,10375119,150,710,91,0.73,6,618165,0
16,24563339,647323,322150,3148662,279,778,67,0.96,8,1026949,0
19,5653701,338224,449139,13306432,208,811,89,0.37,2,2239805,1
20,6893016,741227,288787,14766411,219,828,52,0.79,6,862241,0
17,1867575,553314,26305,2361208,57,614,68,0.88,4,3948538,0
18,3927654,189175,176514,14830591,181,855,85,0.32,4,1944224,1
1,16176234,374541,200758,353774,21,580,71,0.97,3,2088004,0
3,8148730,301766,299621,14014580,292,541,96,0.49,8,4625564,0
12,4029613,297392,331962,2002528,286,540,98,0.77,15,4424928,0
11,30797921,56851,38472,6532060,282,728,71,0.76,12,3685807,0
10,4245836,690730,568271,6588446,183,544,67,0.28,1,3929067,0
18,22682294,285667,385256,13044057,140,835,73,0.44,12,4385272,0
6,47254240,539348,473918,11091247,158,898,51,0.55,13,1957730,0
2,5113184,437470,419582,13268922,225,830,99,0.43,11,58249,1
16,45639198,376005,168903,3654800,63,829,69,0.87,8,3573516,0
15,45140585,35651,38459,8229104,252,572,72,0.86,6,1476851,0
10,17274582,168463,535177,13572323,16,504,78,0.56,2,604699,0
18,13157008,618699,110462,10612074,223,585,78,0.2,13,3114683,0
9,9977011,245106,150496,14339391,26,816,75,0.23,11,2920419,0
13,45528667,321729,400271,12613034,42,797,95,0.9,9,2735075,0
3,18224737,619365,321481,13213509,300,561,50,1.0,12,4664371,0
14,39385646,625991,433905,10833439,102,575,50,0.92,14,3707280,0
20,38110808,410158,440764,6479586,200,573,54,0.65,5,155762,0
4,37101016,432593,21683,10874147,161,726,94,0.17,4,1937476,1
7,21401430,724425,470705,6566568,56,888,65,0.94,10,1119661,0
16,6942680,365410,463633,14133203,93,838,50,0.47,10,4027575,0
4,33614005,335860,236082,9759500,286,629,51,0.23,14,1583404,0
18,20354347,39915,44624,3176608,19,699,80,0.67,12,590509,0
1,8911580,525386,160571,8854897,67,682,85,0.76,4,270916,0
17,21758298,693254,134037,4895565,219,610,68,0.48,11,1315473,0
17,3890550,184545,537772,11223122,172,617,78,0.7,9,1233053,0
1,34442489,380257,111498,14590984,149,754,71,0.76,9,649441,0
2,43008701,643318,360472,6189963,19,540,73,0.65,9,340313,0
9,16396260,70901,181814,5918097,99,862,59,0.95,8,353779,0
20,32688198,145390,539591,13253617,116,553,91,0.43,1,1217808,0
14,1483637,476815,89589,4139303,223,725,75,0.67,2,2889522,0
1,36978097,68533,439983,2315736,206,708,66,0.74,12,239773,0
12,28224196,305268,292015,13785224,29,810,75,0.6,7,2727118,0
4,7912532,352776,146089,3278818,191,649,78,0.99,15,3247947,0
7,48667192,730417,232548,11793941,12,702,96,0.65,5,803132,0
15,2034101,703945,154577,3946821,41,771,50,0.15,4,1894074,0
17,38364066,756638,555147,14919659,107,878,53,0.14,9,2630787,0
7,6317648,511855,284185,13503371,12,727,59,0.72,13,98056,0
2,17113075,750577,154472,8874417,91,536,86,0.38,13,1562257,0
3,36666056,529485,467119,12464636,82,897,53,0.38,9,2349119,0
2,42172752,122213,184980,12379176,84,585,50,0.23,11,4072888,0
5,34266816,630506,68855,8906716,256,816,64,0.64,3,3106401,0
6,26241276,464214,74592,12270379,188,866,55,0.82,5,2825885,0
10,16101107,303967,161938,12263399,92,590,96,0.44,8,551824,0
7,28671948,445665,118475,11168614,189,518,71,0.89,10,638698,0
5,9575930,770681,90232,4538361,92,772,73,0.31,6,2787599,0
1,1230131,544941,161006,13887639,171,588,81,0.98,7,2591968,0
